ano_de_exercicio;unidade_orcamentaria_nome;classificacao_receita_formatado;fonte_recurso_descricao;origem_receita_codigo;origem_receita_descricao;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;tipo_receita_codigo;tipo_receita_descricao;unnamed_12;item_receita_codigo;item_receita_descricao;unnamed_15;subitem_receita_codigo;subitem_receita_descricao;unnamed_18;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;unnamed_21;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;unnamed_24;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;unnamed_27;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.1.08.000;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. CONTR. FISC. AMBIENT. - PRINCIPAL;;8;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE CADASTRO PERFURACAO DE POCOS TUBULARES;;0;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE CADASTRO PERFURACAO DE POCOS TUBULARES;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;1000;64,98
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.1.09.000;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. CONTR. FISC. AMBIENT. - PRINCIPAL;;9;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE REPROGRAFIA, CERTIDOES E JULGAMENTO DE CONTENCIOSO;;0;TX. CONTR. FISC. AMBIENT. - PRINC. - TAXA DE REPROGRAFIA, CERTIDOES E JULGAMENTO DE CONTENCIOSO;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;106083;106083;125039,64
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.2.01.000;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. CONTR. FISC. AMBIENT. - MULTAS E JUROS DE MORA;;1;TX. CONTR. FISC. AMBIENT. - MJM - TAXA FLORESTAL;;0;TX. CONTR. FISC. AMBIENT. - MJM - TAXA FLORESTAL;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;1000;1222,49
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.2.02.000;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. CONTR. FISC. AMBIENT. - MULTAS E JUROS DE MORA;;2;TX. CONTR. FISC. AMBIENT. - MJM - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;0;TX. CONTR. FISC. AMBIENT. - MJM - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;277822;277822;863651,98
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.2.02.000;TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. CONTR. FISC. AMBIENT. - MULTAS E JUROS DE MORA;;2;TX. CONTR. FISC. AMBIENT. - MJM - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;0;TX. CONTR. FISC. AMBIENT. - MJM - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;648251;648251;2015187,93
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.2.03.000;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. CONTR. FISC. AMBIENT. - MULTAS E JUROS DE MORA;;3;TX. CONTR. FISC. AMBIENT. - MJM - TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TX. CONTR. FISC. AMBIENT. - MJM - TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;720000;720000;1062818,27
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.3.02.000;TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;3;TX. CONTR. FISC. AMBIENT. - DIVIDA ATIVA;;2;TX. CONTR. FISC. AMBIENT. - DA - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;0;TX. CONTR. FISC. AMBIENT. - DA - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;2273239;2273239;4081481,29
2023;EMG - ADMINISTRACAO DIRETA;1121.04.0.4.02.000;TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;4;TX. CONTR. FISC. AMBIENT. - DIVIDA ATIVA - MULTAS E JUROS DE MORA;;2;TX. CONTR. FISC. AMBIENT. - DA-MJM - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;0;TX. CONTR. FISC. AMBIENT. - DA-MJM - TAXA DE FISCALIZACAO DE RECURSOS MINERARIOS;;1;TAXAS PELO EXERCICIO DO PODER DE POLICIA;;4;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;0;TAXA DE CONTROLE E FISCALIZACAO AMBIENTAL;;2090493;2090493;8088776,37
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.001;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;1;TX. PREST. SERV. G. - PRINC. - TX. EXP. - DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAGEM DO ESTADO DE MINAS GERAIS - DERMG;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;1170000;1170000;2019262,41
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.002;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;2;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DA FAZENDA - SEF;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;7415389;7415389;9218712,57
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.002;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;2;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DA FAZENDA - SEF;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;17302575;17302575;21360962,85
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.003;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;3;TX. PREST. SERV. G. - PRINC. - TX. EXP. - INSTITUTO MINEIRO DE AGROPECUARIA - IMA;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;10786895;10786895;21425598,74
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.004;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;4;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DE SAUDE - SES;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;324285;324285;243131,63
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.004;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;4;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DE SAUDE - SES;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;755507;755507;566802,16
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.005;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;5;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL - SEDESE;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;6502;6502;0,0
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.005;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;5;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO SOCIAL - SEDESE;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;15171;15171;0,06
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.011;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;11;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DE AUTORIDADE ADMINISTRATIVA DO SISTEMA ESTADUAL DE MEIO AMBIENTE E RECURSOS HIDRICOS - SISEMA;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;8580806;8580806;10477965,68
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.011;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;11;TX. PREST. SERV. G. - PRINC. - TX. EXP. - ATOS DE AUTORIDADE ADMINISTRATIVA DO SISTEMA ESTADUAL DE MEIO AMBIENTE E RECURSOS HIDRICOS - SISEMA;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;20021882;20021882;23629838,36
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.01.999;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;1;TX. PREST. SERV. G. - PRINC. - TAXA DE EXPEDIENTE;;999;TX. PREST. SERV. G. - PRINC. - TX. EXP. - OUTROS;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;219172;219172;41189,45
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.04.000;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;4;TX. PREST. SERV. G. - PRINC. - TAXA DE GERENCIAMENTO DO SISTEMA TRANSPORTE RODOVIARIO INTERMUNICIPAL - DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAG;;0;TX. PREST. SERV. G. - PRINC. - TAXA DE GERENCIAMENTO DO SISTEMA TRANSPORTE RODOVIARIO INTERMUNICIPAL - DEPARTAMENTO DE EDIFICACOES E ESTRADAS DE RODAG;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;1000;25984,23
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.1.99.000;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;1;TX. PREST. SERV. G. - PRINCIPAL;;99;TX. PREST. SERV. G. - PRINC. - DEMAIS;;0;TX. PREST. SERV. G. - PRINC. - DEMAIS;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;62348;62348;0,0
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.2.01.002;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. PREST. SERV. G. - MULTAS E JUROS DE MORA;;1;TX. PREST. SERV. G. - MJM - TAXA DE EXPEDIENTE;;2;TX. PREST. SERV. G. - MJM - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DA FAZENDA - SEF;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;71682;71682;45997,64
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.2.01.002;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. PREST. SERV. G. - MULTAS E JUROS DE MORA;;1;TX. PREST. SERV. G. - MJM - TAXA DE EXPEDIENTE;;2;TX. PREST. SERV. G. - MJM - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DA FAZENDA - SEF;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;167179;167179;107328,19
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.2.01.004;RECURSOS DE DESVINCULACAO DE RECEITAS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. PREST. SERV. G. - MULTAS E JUROS DE MORA;;1;TX. PREST. SERV. G. - MJM - TAXA DE EXPEDIENTE;;4;TX. PREST. SERV. G. - MJM - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DE SAUDE - SES;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;2595;2595;18894,97
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.2.01.004;TAXA DE EXPEDIENTE - ADMINISTRACAO DIRETA;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. PREST. SERV. G. - MULTAS E JUROS DE MORA;;1;TX. PREST. SERV. G. - MJM - TAXA DE EXPEDIENTE;;4;TX. PREST. SERV. G. - MJM - TX. EXP. - ATOS DA SECRETARIA DE ESTADO DE SAUDE - SES;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;6128;6128;44088,36
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.2.01.999;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;2;TX. PREST. SERV. G. - MULTAS E JUROS DE MORA;;1;TX. PREST. SERV. G. - MJM - TAXA DE EXPEDIENTE;;999;TX. PREST. SERV. G. - MJM - TX. EXP. - OUTROS;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;7010;7010;6610,46
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.3.01.999;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;3;TX. PREST. SERV. G. - DIVIDA ATIVA;;1;TX. PREST. SERV. G. - DA - TAXA DE EXPEDIENTE;;999;TX. PREST. SERV. G. - DA - TX. EXP. - OUTROS;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;150038;150038;12189,88
2023;EMG - ADMINISTRACAO DIRETA;1122.01.0.4.01.999;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;1;IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;1;RECEITAS CORRENTES;2;TAXAS;4;TX. PREST. SERV. G. - DIVIDA ATIVA - MULTAS E JUROS DE MORA;;1;TX. PREST. SERV. G. - DA-MJM - TAXA DE EXPEDIENTE;;999;TX. PREST. SERV. G. - DA-MJM - TX. EXP. - OUTROS;;2;TAXAS PELA PRESTACAO DE SERVICOS;;1;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;0;TAXAS PELA PRESTACAO DE SERVICOS EM GERAL;;313065;313065;68327,75
2023;EMG - ADMINISTRACAO DIRETA;1215.52.1.1.04.000;CONTRIBUICAO MILITAR PARA CUSTEIO DO SISTEMA DE PROTECAO SOCIAL DOS MILITARES;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;CONTRIB. MILITAR ATIVO - PRINCIPAL;;4;CONTRIB. MILITAR ATIVO - PRINC. - SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;0;CONTRIB. MILITAR ATIVO - PRINC. - SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;5;CONTRIBUICOES PARA REGIMES PROPRIOS DE PREVIDENCIA E SISTEMA DE PROTECAO SOCIAL;;52;CONTRIBUICAO DO MILITAR PARA O SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;1;CONTRIBUICAO DO MILITAR ATIVO;;618340626;618340626;1354810353,23
2023;EMG - ADMINISTRACAO DIRETA;1215.52.2.1.04.000;CONTRIBUICAO MILITAR PARA CUSTEIO DO SISTEMA DE PROTECAO SOCIAL DOS MILITARES;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;CONTRIB. MILITAR INATIVO - PRINCIPAL;;4;CONTRIB. MILITAR INATIVO - PRINC. - SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;0;CONTRIB. MILITAR INATIVO - PRINC. - SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;5;CONTRIBUICOES PARA REGIMES PROPRIOS DE PREVIDENCIA E SISTEMA DE PROTECAO SOCIAL;;52;CONTRIBUICAO DO MILITAR PARA O SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;2;CONTRIBUICAO DO MILITAR INATIVO;;913911948;913911948;5716390,35
2023;EMG - ADMINISTRACAO DIRETA;1215.52.3.1.04.000;CONTRIBUICAO MILITAR PARA CUSTEIO DO SISTEMA DE PROTECAO SOCIAL DOS MILITARES;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;CONTRIB. PENSIONISTAS MILITARES - PRINCIPAL;;4;CONTRIB. PENSIONISTAS MILITARES - PRINC. - SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;0;CONTRIB. PENSIONISTAS MILITARES - PRINC. - SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;5;CONTRIBUICOES PARA REGIMES PROPRIOS DE PREVIDENCIA E SISTEMA DE PROTECAO SOCIAL;;52;CONTRIBUICAO DO MILITAR PARA O SISTEMA DE PROTECAO SOCIAL DOS MILITARES;;3;CONTRIBUICAO DOS PENSIONISTAS MILITARES;;229283911;229283911;171827365,44
2023;EMG - ADMINISTRACAO DIRETA;1311.01.1.1.01.000;RECURSOS DIRETAMENTE ARRECADADOS;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;;1;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;25500;25500;0,0
2023;EMG - ADMINISTRACAO DIRETA;1311.01.1.1.01.000;RECURSOS ORDINARIOS - OUTROS RECURSOS NAO VINCULADOS;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;;1;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;695611;695611;444477,12
2023;EMG - ADMINISTRACAO DIRETA;1311.01.1.1.02.000;RECURSOS DIRETAMENTE ARRECADADOS;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;;2;ALUGUEIS ARRENDAMENTOS - PRINC. - ARRENDAMENTOS;;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ARRENDAMENTOS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;40207;40207;0,0
2023;EMG - ADMINISTRACAO DIRETA;1311.01.1.2.02.000;RECURSOS DIRETAMENTE ARRECADADOS;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;2;ALUGUEIS ARRENDAMENTOS - MULTAS E JUROS DE MORA;;2;ALUGUEIS ARRENDAMENTOS - MJM - ARRENDAMENTOS;;0;ALUGUEIS ARRENDAMENTOS - MJM - ARRENDAMENTOS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;1;ALUGUEIS E ARRENDAMENTOS;;850;850;0,0
2023;EMG - ADMINISTRACAO DIRETA;1311.01.2.1.01.000;RECURSOS DIRETAMENTE ARRECADADOS;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;FOROS LAUDEMIOS TARIFAS OCUPACAO - PRINCIPAL;;1;FOROS LAUDEMIOS TARIFAS OCUPACAO - PRINC. - TARIFA DE OCUPACAO DE IMOVEIS;;0;FOROS LAUDEMIOS TARIFAS OCUPACAO - PRINC. - TARIFA DE OCUPACAO DE IMOVEIS;;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;;2;FOROS, LAUDEMIOS E TARIFAS DE OCUPACAO;;262848;262848;0,0
