ano_de_exercicio;unidade_orcamentaria_nome;classificacao_receita_formatado;fonte_recurso_descricao;origem_receita_codigo;origem_receita_descricao;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;tipo_receita_codigo;tipo_receita_descricao;unnamed_12;item_receita_codigo;item_receita_descricao;unnamed_15;subitem_receita_codigo;subitem_receita_descricao;unnamed_18;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;unnamed_21;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;unnamed_24;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;unnamed_27;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2023;EMG - ADMINISTRACAO DIRETA;9112.51.0.3.02.000;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - IPVA - DIVIDA ATIVA;;2;DEDUCAO REC. - IPVA - DA - COTA PARTE DOS MUNICIPIOS;;0;DEDUCAO REC. - IPVA - DA - COTA PARTE DOS MUNICIPIOS;;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;;51;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;0;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;-81026743;-81026743;-132308660,58
2023;EMG - ADMINISTRACAO DIRETA;9112.51.0.3.03.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - IPVA - DIVIDA ATIVA;;3;DEDUCAO REC. - IPVA - DA - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - IPVA - DA - COTA PARTE DO ESTADO PARA O FUNDEB;;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;;51;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;0;DEDUCAO REC. - IMPOSTO SOBRE A PROPRIEDADE DE VEICULOS AUTOMOTORES;;-16205349;-16205349;-26461732,37
2023;EMG - ADMINISTRACAO DIRETA;9112.52.0.1.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - ITCD - PRINCIPAL;;2;DEDUCAO REC. - ITCD - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - ITCD - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;;52;DEDUCAO REC. - IMPOSTO SOBRE TRANSMISSAO ¿CAUSA MORTIS¿ E DOACAO DE BENS E DIREITOS;;0;DEDUCAO REC. - IMPOSTO SOBRE TRANSMISSAO ¿CAUSA MORTIS¿ E DOACAO DE BENS E DIREITOS;;-288182340;-288182340;-336519362,66
2023;EMG - ADMINISTRACAO DIRETA;9112.52.0.2.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - ITCD - MULTAS E JUROS DE MORA;;2;DEDUCAO REC. - ITCD - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - ITCD - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;;52;DEDUCAO REC. - IMPOSTO SOBRE TRANSMISSAO ¿CAUSA MORTIS¿ E DOACAO DE BENS E DIREITOS;;0;DEDUCAO REC. - IMPOSTO SOBRE TRANSMISSAO ¿CAUSA MORTIS¿ E DOACAO DE BENS E DIREITOS;;-5067075;-5067075;-31723814,38
2023;EMG - ADMINISTRACAO DIRETA;9112.52.0.3.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - ITCD - DIVIDA ATIVA;;2;DEDUCAO REC. - ITCD - DA - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - ITCD - DA - COTA PARTE DO ESTADO PARA O FUNDEB;;2;DEDUCAO REC. - IMPOSTO SOBRE O PATRIMONIO;;52;DEDUCAO REC. - IMPOSTO SOBRE TRANSMISSAO ¿CAUSA MORTIS¿ E DOACAO DE BENS E DIREITOS;;0;DEDUCAO REC. - IMPOSTO SOBRE TRANSMISSAO ¿CAUSA MORTIS¿ E DOACAO DE BENS E DIREITOS;;-2516143;-2516143;-3909353,54
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.1.01.002;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - ICMS - PRINCIPAL;;1;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DO ESTADO;;2;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DO ESTADO - CESSAO DE DIREITOS CREDITORIOS - LEI ESTADUAL NO 19.266/10;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;0;0;-1091131,61
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.1.02.000;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - ICMS - PRINCIPAL;;2;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DOS MUNICIPIOS;;0;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DOS MUNICIPIOS;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;-17665131915;-17665131915;-17676331379,75
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.1.03.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - ICMS - PRINCIPAL;;3;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - ICMS - PRINC. - COTA PARTE DO ESTADO PARA O FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;-10599079149;-10599079149;-10605798827,85
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.2.01.002;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - ICMS - MULTAS E JUROS DE MORA;;1;DEDUCAO REC. - ICMS - MJM - COTA PARTE DO ESTADO;;2;DEDUCAO REC. - ICMS - MJM - COTA PARTE DO ESTADO - CESSAO DE DIREITOS CREDITORIOS - LEI ESTADUAL NO 19.266/10;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;0;0;-2400701,46
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.2.02.000;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - ICMS - MULTAS E JUROS DE MORA;;2;DEDUCAO REC. - ICMS - MJM - COTA PARTE DOS MUNICIPIOS;;0;DEDUCAO REC. - ICMS - MJM - COTA PARTE DOS MUNICIPIOS;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;-129957214;-129957214;-162598170,65
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.2.03.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - ICMS - MULTAS E JUROS DE MORA;;3;DEDUCAO REC. - ICMS - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - ICMS - MJM - COTA PARTE DO ESTADO PARA O FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;-77974328;-77974328;-97558902,39
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.3.01.002;RECURSOS ORDINARIOS - RECURSOS NAO VINCULADOS DE IMPOSTOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - ICMS - DIVIDA ATIVA;;1;DEDUCAO REC. - ICMS - DA - COTA PARTE DO ESTADO;;2;DEDUCAO REC. - ICMS - DA - COTA PARTE DO ESTADO - CESSAO DE DIREITOS CREDITORIOS - LEI ESTADUAL NO 19.266/10;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;0;0;-7417645,55
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.3.02.000;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - ICMS - DIVIDA ATIVA;;2;DEDUCAO REC. - ICMS - DA - COTA PARTE DOS MUNICIPIOS;;0;DEDUCAO REC. - ICMS - DA - COTA PARTE DOS MUNICIPIOS;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;-85285827;-85285827;-136996684,7
2023;EMG - ADMINISTRACAO DIRETA;9114.50.1.3.03.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - ICMS - DIVIDA ATIVA;;3;DEDUCAO REC. - ICMS - DA - COTA PARTE DO ESTADO PARA O FUNDEB;;0;DEDUCAO REC. - ICMS - DA - COTA PARTE DO ESTADO PARA O FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;1;DEDUCAO REC. - IMPOSTO SOBRE OPERACOES RELATIVAS A CIRCULACAO DE MERCADORIAS E SOBRE PRESTACOES DE SERVICOS DE TRANSPORTE INTERESTADUAL E INTERMUNICIP;;-51171496;-51171496;-82198010,82
2023;EMG - ADMINISTRACAO DIRETA;9114.50.2.1.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;1;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - PRINCIPAL;;2;DEDUCAO REC. - ADICIONAL ICMS - FEM - PRINC. - COTA PARTE DO FUNDEB;;0;DEDUCAO REC. - ADICIONAL ICMS - FEM - PRINC. - COTA PARTE DO FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;2;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;0;0;-21196896,3
2023;EMG - ADMINISTRACAO DIRETA;9114.50.2.2.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;2;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - MULTAS E JUROS DE MORA;;2;DEDUCAO REC. - ADICIONAL ICMS - FEM - MJM - COTA PARTE DO FUNDEB;;0;DEDUCAO REC. - ADICIONAL ICMS - FEM - MJM - COTA PARTE DO FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;2;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;0;0;-470507,3
2023;EMG - ADMINISTRACAO DIRETA;9114.50.2.3.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;3;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - DIVIDA ATIVA;;2;DEDUCAO REC. - ADICIONAL ICMS - FEM - DA - COTA PARTE DO FUNDEB;;0;DEDUCAO REC. - ADICIONAL ICMS - FEM - DA - COTA PARTE DO FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;2;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;0;0;-215287,12
2023;EMG - ADMINISTRACAO DIRETA;9114.50.2.4.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;1;DEDUCAO REC. - IMPOSTOS, TAXAS E CONTRIBUICOES DE MELHORIA;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - IMPOSTOS;4;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL COMBATE POBREZA - FUNDO DE ERRADICACAO DA MISERIA - FEM - DIVIDA ATIVA - MULTAS E JUROS DE MORA;;2;DEDUCAO REC. - ADICIONAL ICMS - FEM - DA-MJM - COTA PARTE DO FUNDEB;;0;DEDUCAO REC. - ADICIONAL ICMS - FEM - DA-MJM - COTA PARTE DO FUNDEB;;4;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;50;DEDUCAO REC. - IMPOSTOS SOBRE A PRODUCAO E CIRCULACAO DE MERCADORIAS E SERVICOS;;2;DEDUCAO REC. - ADICIONAL ICMS - FUNDO ESTADUAL DE COMBATE A POBREZA;;0;0;-141103,13
2023;EMG - ADMINISTRACAO DIRETA;9711.50.0.1.02.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;7;DEDUCAO REC. - TRANSFERENCIAS CORRENTES;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;DEDUCAO REC. - COTA-PARTE FPE - PRINCIPAL;;2;DEDUCAO REC. - COTA-PARTE FPE - PRINC. - FUNDEB;;0;DEDUCAO REC. - COTA-PARTE FPE - PRINC. - FUNDEB;;1;DEDUCAO REC. - TRANSFERENCIAS DECORRENTES DE PARTICIPACAO NA RECEITA DA UNIAO;;50;DEDUCAO REC. - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - FPE;;0;DEDUCAO REC. - COTA-PARTE DO FUNDO DE PARTICIPACAO DOS ESTADOS E DO DISTRITO FEDERAL - FPE;;-1468279561;-1468279561;-1478234843,91
2023;EMG - ADMINISTRACAO DIRETA;9711.53.0.1.02.000;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;7;DEDUCAO REC. - TRANSFERENCIAS CORRENTES;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;DEDUCAO REC. - COTA-PARTE IPI - ESTADOS EXPORT. PROD. INDUST. - PRINC.;;2;DEDUCAO REC. - COTA-PARTE IPI - ESTADOS EXPORT. PROD. INDUST. - PRINC. - MUNICIPIOS;;0;DEDUCAO REC. - COTA-PARTE IPI - ESTADOS EXPORT. PROD. INDUST. - PRINC. - MUNICIPIOS;;1;DEDUCAO REC. - TRANSFERENCIAS DECORRENTES DE PARTICIPACAO NA RECEITA DA UNIAO;;53;DEDUCAO REC. - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS;;0;DEDUCAO REC. - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS;;-231137417;-231137417;-175135793,78
2023;EMG - ADMINISTRACAO DIRETA;9711.53.0.1.03.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;7;DEDUCAO REC. - TRANSFERENCIAS CORRENTES;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;DEDUCAO REC. - COTA-PARTE IPI - ESTADOS EXPORT. PROD. INDUST. - PRINC.;;3;DEDUCAO REC. - COTA-PARTE IPI - ESTADOS EXPORT. PROD. INDUST. - PRINC. - FUNDEB;;0;DEDUCAO REC. - COTA-PARTE IPI - ESTADOS EXPORT. PROD. INDUST. - PRINC. - FUNDEB;;1;DEDUCAO REC. - TRANSFERENCIAS DECORRENTES DE PARTICIPACAO NA RECEITA DA UNIAO;;53;DEDUCAO REC. - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS;;0;DEDUCAO REC. - COTA-PARTE DO IMPOSTO SOBRE PRODUTOS INDUSTRIALIZADOS - ESTADOS EXPORTADORES DE PRODUTOS INDUSTRIALIZADOS;;-138682450;-138682450;-105081476,37
2023;EMG - ADMINISTRACAO DIRETA;9711.54.0.1.02.000;CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO/COMBUSTIVEIS-CIDE;7;DEDUCAO REC. - TRANSFERENCIAS CORRENTES;9;DEDUCAO DAS RECEITAS;1;DEDUCAO REC. - TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;DEDUCAO REC. - COTA-PARTE CIDE - PRINCIPAL;;2;DEDUCAO REC. - COTA-PARTE CIDE - PRINC. - MUNICIPIOS;;0;DEDUCAO REC. - COTA-PARTE CIDE - PRINC. - MUNICIPIOS;;1;DEDUCAO REC. - TRANSFERENCIAS DECORRENTES DE PARTICIPACAO NA RECEITA DA UNIAO;;54;DEDUCAO REC. - COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO;;0;DEDUCAO REC. - COTA-PARTE DA CONTRIBUICAO DE INTERVENCAO NO DOMINIO ECONOMICO;;-12544991;-12544991;-3751612,02
2023;EMG - ADMINISTRACAO DIRETA;9719.62.0.1.02.000;RECURSOS CONSTITUC.VINCULADOS AOS MUNICIPIOS;7;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;9;DEDUCAO DAS RECEITAS;1;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;1;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;;2;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;;0;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;;9;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;;62;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;;0;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DOS MUNICÍPIOS;;0;0;-44374012,49
2023;EMG - ADMINISTRACAO DIRETA;9719.62.0.1.03.000;FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA - FUNDEB;7;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;9;DEDUCAO DAS RECEITAS;1;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;1;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;;3;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;;0;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;;9;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;;62;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;;0;DEDUÇÃO REC. - TRANSF. COMPENS. FINANC. PERDAS ARRECAD. ICMS -  LC N° 194/2022 - PRINC. - COTA PARTE DO FUNDEB;;0;0;-26624407,5
