ano_de_exercicio;unidade_orcamentaria_nome;classificacao_receita_formatado;origem_receita_codigo;origem_receita_descricao;unnamed_5;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;unnamed_10;tipo_receita_codigo;tipo_receita_descricao;unnamed_13;item_receita_codigo;item_receita_descricao;unnamed_16;subitem_receita_codigo;subitem_receita_descricao;unnamed_19;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;unnamed_22;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;unnamed_25;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;unnamed_28;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2024;EMG - ADMINISTRACAO DIRETA;1712.52.1.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;COTA-PARTE COMPENSACAO FINANCEIRA PRODUCAO PETROLEO - LEI FEDERAL NO 7.990/89 - PRINCIPAL;;1;COTA-PARTE COMPENSACAO FINANCEIRA PRODUCAO PETROLEO - LEI FEDERAL NO 7.990/89 - PRINC.;;0;COTA-PARTE COMPENSACAO FINANCEIRA PRODUCAO PETROLEO - LEI FEDERAL NO 7.990/89 - PRINC.;;2;TRANSFERENCIAS DAS COMPENSACOES FINANCEIRAS PELA EXPLORACAO DE RECURSOS NATURAIS;;52;COTA-PARTE DA COMPENSACAO FINANCEIRA PELA PRODUCAO DE PETROLEO;;1;COTA-PARTE DA COMPENSACAO FINANCEIRA PELA PRODUCAO DE PETROLEO - LEI NO 7.990/89;;47849865;47850865;52347578,71
2024;EMG - ADMINISTRACAO DIRETA;1714.50.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. SALARIO-EDUCACAO - PRINCIPAL;;1;TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINC.;;0;TRANSFERENCIAS DO SALARIO-EDUCACAO - PRINC.;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;50;TRANSFERENCIAS DO SALARIO-EDUCACAO;;0;TRANSFERENCIAS DO SALARIO-EDUCACAO;;805000000;805000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.51.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. DIRETAS FNDE REF. PDDE - PRINCIPAL;;1;TRANSF. DIRETAS FNDE REF. PDDE - PRINC.;;0;TRANSF. DIRETAS FNDE REF. PDDE - PRINC.;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;51;TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA - PDDE;;0;TRANSFERENCIAS DIRETAS DO FNDE REFERENTES AO PROGRAMA DINHEIRO DIRETO NA ESCOLA - PDDE;;2000000;2000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.52.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. REF. PNAE - PRINCIPAL;;1;TRANSF. REF. PNAE - PRINC.;;0;TRANSF. REF. PNAE - PRINC.;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;52;TRANSFERENCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE;;0;TRANSFERENCIAS REFERENTES AO PROGRAMA NACIONAL DE ALIMENTACAO ESCOLAR - PNAE;;250000000;250000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.53.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. REF. PNATE - PRINCIPAL;;1;TRANSF. REF. PNATE - PRINC.;;0;TRANSF. REF. PNATE - PRINC.;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;53;TRANSFERENCIAS REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR - PNATE;;0;TRANSFERENCIAS REFERENTES AO PROGRAMA NACIONAL DE APOIO AO TRANSPORTE DO ESCOLAR - PNATE;;2000000;2000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.99.0.1.02.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. DIRETAS FNDE - PRINCIPAL;;2;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PRONATEC;;0;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PRONATEC;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;99;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;500000;605600;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.99.0.1.04.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. DIRETAS FNDE - PRINCIPAL;;4;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - REALIZACAO DE CONFERENCIAS INFANTOJUVENIL PELO MEIO AMBIENTE;;0;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - REALIZACAO DE CONFERENCIAS INFANTOJUVENIL PELO MEIO AMBIENTE;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;99;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;2000000;2000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.99.0.1.06.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. DIRETAS FNDE - PRINCIPAL;;6;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PROGRAMA DE FOMENTO AS ESCOLAS DE ENSINO MEDIO EM TEMPO INTEGRAL;;0;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PROGRAMA DE FOMENTO AS ESCOLAS DE ENSINO MEDIO EM TEMPO INTEGRAL;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;99;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;2000000;2653468817;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.99.0.1.07.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. DIRETAS FNDE - PRINCIPAL;;7;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PROGRAMA TODOS PELA EDUCACAO;;0;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - PROGRAMA TODOS PELA EDUCACAO;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;99;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;66286883;0,0
2024;EMG - ADMINISTRACAO DIRETA;1714.99.0.1.99.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. DIRETAS FNDE - PRINCIPAL;;99;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - DEMAIS;;0;OUTRAS TRANSF. DIRETAS FNDE - PRINC. - DEMAIS;;4;TRANSFERENCIAS DE RECURSOS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE¿ ;;99;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;OUTRAS TRANSFERENCIAS DIRETAS DO FUNDO NACIONAL DO DESENVOLVIMENTO DA EDUCACAO - FNDE;;1500000;1500000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1715.52.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. COMPLEM. UNIAO FUNDEB - VAAR - PRINCIPAL;;1;TRANSF. COMPLEM. UNIAO FUNDEB - VAAR - PRINC.;;0;TRANSF. COMPLEM. UNIAO FUNDEB - VAAR - PRINC.;;5;TRANSFERENCIAS DE RECURSOS DE COMPLEMENTACAO DA UNIAO AO FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO BASICA E DE VALORIZACAO DOS PROFISSIONAIS D;;52;TRANSFERENCIAS DE RECURSOS DE COMPLEMENTACAO DA UNIAO AO FUNDEB - VAAR;;0;TRANSFERENCIAS DE RECURSOS DE COMPLEMENTACAO DA UNIAO AO FUNDEB - VAAR;;0;142379001;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.51.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. CONVENIOS UNIAO EDUCACAO - PRINCIPAL;;1;EDUCACAO - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO - FNDE;;0;EDUCACAO - FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO - FNDE;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;51;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;;0;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;;3000000;3000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.51.0.1.02.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;TRANSF. CONVENIOS UNIAO EDUCACAO - PRINCIPAL;;2;EDUCACAO - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA - INEP;;0;EDUCACAO - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA - INEP;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;51;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;;0;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;;469454;469454;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.05.002;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;5;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - AGROPECUARIA;;2;AGROPECUARIA - MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;3168706;3168706;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.05.005;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;5;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - AGROPECUARIA;;5;AGROPECUARIA - MINISTERIO DO DESENVOLVIMENTO REGIONAL;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;583225;583225;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.09.004;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;9;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - CULTURA;;4;CULTURA - FUNDO DE DEFESA DOS DIREITOS DIFUSOS - FDD;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;560600;560600;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.10.002;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;10;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - DESPORTO E LAZER;;2;DESPORTO LAZER - FUNDO DE DEFESA DOS DIREITOS DIFUSOS - FDD;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;1884638;1884638;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.11.001;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;11;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - DIREITOS HUMANOS E DE CIDADANIA;;1;DIR. HUMANOS CIDADANIA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;1412748;1412748;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.11.003;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;11;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - DIREITOS HUMANOS E DE CIDADANIA;;3;DIR. HUMANOS CIDADANIA - MINISTERIO DOS DIREITOS HUMANOS;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;6384632;6384632;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.11.004;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;11;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - DIREITOS HUMANOS E DE CIDADANIA;;4;DIR. HUMANOS CIDADANIA - MINISTERIO DA CIDADANIA;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;100000;100000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.11.005;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;11;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - DIREITOS HUMANOS E DE CIDADANIA;;5;DIR. HUMANOS CIDADANIA - MINISTERIO DO DESENVOLVIMENTO REGIONAL;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;100;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.15.002;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;15;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - INFRAESTRUTURA EM TRANSPORTE;;2;TRANSPORTE - SECRETARIA NACIONAL DE AVIACAO CIVIL;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;5080680;5080680;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.17.004;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;17;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - ORGANIZACAO AGRARIA;;4;ORGANIZ. AGRARIA - MINISTERIO DO DESENVOLVIMENTO AGRARIO E AGRICULTURA FAMILIAR;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;3000000;3000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.001;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;1;SEGURANCA PUBLICA - EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUARIA - INFRAERO;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;1711200;1711200;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.002;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;2;SEGURANCA PUBLICA - CENTRAIS DE ABASTECIMENTO DE MINAS GERAIS - CEASAMINAS;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;208773;208773;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.003;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;3;SEGURANCA PUBLICA - DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL - PRF;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;15000000;15000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.004;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;4;SEGURANCA PUBLICA - TRIBUNAL REGIONAL ELEITORAL DE MINAS GERAIS - TREMG;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;2600000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.005;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;5;SEGURANCA PUBLICA - MINISTERIO DA JUSTICA E SEGURANCA PUBLICA;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;5033435;5425404;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.013;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;13;SEGURANCA PUBLICA - MINISTERIO DA EDUCACAO;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;3000000;3000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.014;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;14;SEGURANCA PUBLICA - INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS ANISIO TEIXEIRA - INEP;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;695880;0,0
2024;EMG - ADMINISTRACAO DIRETA;1717.99.0.1.20.016;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;;20;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - SEGURANCA PUBLICA;;16;SEGURANCA PUBLICA - PROCURADORIA REGIONAL DO TRABALHO DA 3 REGIAO - PRT3;;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;;0;3000000;0,0
2024;EMG - ADMINISTRACAO DIRETA;1719.55.0.1.01.000;7;TRANSFERENCIAS CORRENTES;;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;;1;OUTRAS TRANSF. SEGURANCA PUBLICA - PRINCIPAL;;1;SEGURANCA PUBLICA - MINISTERIO DO DESENVOLVIMENTO REGIONAL;;0;SEGURANCA PUBLICA - MINISTERIO DO DESENVOLVIMENTO REGIONAL;;9;OUTRAS TRANSFERENCIAS DE RECURSOS DA UNIAO E DE SUAS ENTIDADES;;55;OUTRAS TRANSFERENCIAS PARA SEGURANCA PUBLICA;;0;OUTRAS TRANSFERENCIAS PARA SEGURANCA PUBLICA;;12000000;12000000;0,0
