ano_de_exercicio;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;fonte_recurso_codigo;fonte_recurso_descricao;classificacao_receita_formatado;origem_receita_codigo;origem_receita_descricao;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;tipo_receita_codigo;tipo_receita_descricao;item_receita_codigo;item_receita_descricao;subitem_receita_codigo;subitem_receita_descricao;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2022;1011;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1011;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1360.01.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;6;CESSAO DE DIREITOS;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS - PRINCIPAL;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS - PRINCIPAL - FOLHA DE PESSOAL;0;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS - PRINCIPAL - FOLHA DE PESSOAL;0;CESSAO DE DIREITOS;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS;;;
2022;1011;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;0;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;1;OUTRAS RESTITUICOES;;;
2022;1011;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1990.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;1;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL;99;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL - DEMAIS;0;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL - DEMAIS;0;DEMAIS RECEITAS CORRENTES;99;OUTRAS RECEITAS;1;OUTRAS RECEITAS - PRIMARIAS;;;
2022;1021;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1021;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.06.1.1.01.999;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES - PRINCIPAL;1;RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES - PRINCIPAL;999;RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES - PRINCIPAL - OUTROS;2;RESTITUICOES;6;RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES;1;RESTITUICAO DE DESPESAS DE EXERCICIOS ANTERIORES;;;
2022;1021;TRIBUNAL DE CONTAS DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;0;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;1;OUTRAS RESTITUICOES;;;
2022;1031;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1031;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;0;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;1;OUTRAS RESTITUICOES;;;
2022;1031;TRIBUNAL DE JUSTICA DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1990.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;1;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL;99;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL - DEMAIS;0;OUTRAS RECEITAS - PRIMARIAS - PRINCIPAL - DEMAIS;0;DEMAIS RECEITAS CORRENTES;99;OUTRAS RECEITAS;1;OUTRAS RECEITAS - PRIMARIAS;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1360.01.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;6;CESSAO DE DIREITOS;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS - PRINCIPAL;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS - PRINCIPAL - FOLHA DE PESSOAL;0;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS - PRINCIPAL - FOLHA DE PESSOAL;0;CESSAO DE DIREITOS;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS;1;CESSAO DO DIREITO DE OPERACIONALIZACAO DE PAGAMENTOS;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1610.01.1.1.13.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL;13;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL - FOTOCOPIAS E COPIAS HELIOGRAFICAS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL - FOTOCOPIAS E COPIAS HELIOGRAFICAS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1610.01.1.1.99.001;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL;99;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL - DEMAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL - DEMAIS - SERVICOS ADMINISTRATIVOS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1610.02.1.1.01.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL;1;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL;0;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;2;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS;1;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1610.03.1.1.04.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - PRINCIPAL;4;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - PRINCIPAL - EXPEDICAO DE CERTIFICADOS;0;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO - PRINCIPAL - EXPEDICAO DE CERTIFICADOS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;3;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO;1;SERVICOS DE REGISTRO, CERTIFICACAO E FISCALIZACAO;;;
2022;1051;TRIBUNAL DE JUSTICA MILITAR DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;0;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;1;OUTRAS RESTITUICOES;;;
2022;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;57;TRANSFERENCIAS DE RECURSOS DA UNIAO POR MEIO DE PORTARIA;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1071;GABINETE MILITAR DO GOVERNADOR DO ESTADO DE MINAS GERAIS;57;TRANSFERENCIAS DE RECURSOS DA UNIAO POR MEIO DE PORTARIA;1718.99.1.1.27.003;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSFERENCIAS DA UNIAO - PRINCIPAL;27;OUTRAS TRANFERENCIAS DA UNIAO - SEGURANCA PUBLICA;3;SEGURANCA PUBLICA - MINISTERIO DO DESENVOLVIMENTO REGIONAL;8;TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS;99;OUTRAS TRANSFERENCIAS DA UNIAO;1;OUTRAS TRANSFERENCIAS DA UNIAO;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1310.01.1.1.01.001;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS E ARRENDAMENTOS - PRINCIPAL;1;ALUGUEIS E ARRENDAMENTOS - PRINCIPAL;1;ALUGUEIS E ARRENDAMENTOS - PRINCIPAL - ALUGUEIS;0;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;1;ALUGUEIS E ARRENDAMENTOS;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1310.01.1.1.01.002;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS E ARRENDAMENTOS - PRINCIPAL;1;ALUGUEIS E ARRENDAMENTOS - PRINCIPAL;2;ALUGUEIS E ARRENDAMENTOS - PRINCIPAL - ARRENDAMENTOS;0;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;1;ALUGUEIS E ARRENDAMENTOS;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1610.02.1.1.01.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL;1;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL;0;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS - PRINCIPAL;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;2;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS;1;INSCRICAO EM CONCURSOS E PROCESSOS SELETIVOS;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1910.09.1.1.01.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;1;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;1;MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL;1;MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL;0;MULTAS E JUROS PREVISTOS EM CONTRATOS - PRINCIPAL;0;MULTAS ADMINISTRATIVAS, CONTRATUAIS E JUDICIAIS;9;MULTAS E JUROS PREVISTOS EM CONTRATOS;1;MULTAS E JUROS PREVISTOS EM CONTRATOS;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.1.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;0;OUTRAS RESTITUICOES - PRINCIPAL - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;1;OUTRAS RESTITUICOES;;;
2022;1091;PROCURADORIA GERAL DE JUSTICA;60;RECURSOS DIRETAMENTE ARRECADADOS;1923.03.1.1.01.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;REVERSAO DE GARANTIAS - PRINCIPAL;1;REVERSAO DE GARANTIAS - PRINCIPAL;0;REVERSAO DE GARANTIAS - PRINCIPAL;3;RESSARCIMENTOS;3;REVERSAO DE GARANTIAS;1;REVERSAO DE GARANTIAS;;;
2022;1191;SECRETARIA DE ESTADO DE FAZENDA;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM OS ESTADOS, O DISTRITO FEDERAL, OS MUNICIPIOS, AS INSTITUI;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1191;SECRETARIA DE ESTADO DE FAZENDA;74;ACORDOS E AJUSTES DE COOPERACAO MUTUA COM OS ESTADOS, O DISTRITO FEDERAL, OS MUNICIPIOS, AS INSTITUI;2448.01.9.1.07.001;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;4;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;1;OUTRAS TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS - PRINCIPAL;7;OUTRAS TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS - PRINCIPAL - ADMINISTRACAO E ATIVIDADE FISCAL;1;ADMINISTRACAO E ATIVIDADE FISCAL - EMPRESAS DO SETOR SUCROENERGETICO;8;TRANSFERENCIAS DE INSTITUICOES PRIVADAS - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS;1;TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS;9;OUTRAS TRANSFERENCIAS DE CONVENIOS DE INSTITUICOES PRIVADAS;;;
2022;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;2418.10.5.1.04.000;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE SANEAMENTO BASICO - PRINCIPAL;4;MINISTERIO DO DESENVOLVIMENTO REGIONAL;0;MINISTERIO DO DESENVOLVIMENTO REGIONAL;8;TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS;10;TRANSFERENCIA DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;5;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE SANEAMENTO BASICO;;;
2022;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;36;TRANSFERENCIAS DE RECURSOS DA UNIAO VINCULADOS A EDUCACAO;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1221;SECRETARIA DE ESTADO DE DESENVOLVIMENTO ECONOMICO;60;RECURSOS DIRETAMENTE ARRECADADOS;1610.01.1.1.19.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL;19;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL - REGULARIZACAO FUNDIARIA;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS - PRINCIPAL - REGULARIZACAO FUNDIARIA;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;;;
2022;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
2022;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1718.10.9.1.05.005;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL;5;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO - PRINCIPAL - AGRICULTURA;5;AGRICULTURA - MINISTERIO DO DESENVOLVIMENTO REGIONAL;8;TRANSFERENCIAS DA UNIAO - ESPECIFICAS DE ESTADOS, DF E MUNICIPIOS;10;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;9;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO;;;
2022;1231;SECRETARIA DE ESTADO DE AGRICULTURA, PECUARIA E ABASTECIMENTO - SEAPA;59;OUTROS RECURSOS VINCULADOS;1349.01.1.1.03.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;4;EXPLORACAO DE RECURSOS NATURAIS;1;COMPENSACOES AMBIENTAIS - PRINCIPAL;3;COMPENSACOES AMBIENTAIS - PRINCIPAL - SUPRESSAO DO PEQUI;0;COMPENSACOES AMBIENTAIS - PRINCIPAL - SUPRESSAO DO PEQUI;9;EXPLORACAO DE OUTROS RECURSOS NATURAIS;1;COMPENSACOES AMBIENTAIS;1;COMPENSACOES AMBIENTAIS;;;
2022;1251;POLICIA MILITAR DO ESTADO DE MINAS GERAIS;24;CONVENIOS, ACORDOS E AJUSTES PROVENIENTES DA UNIAO E SUAS ENTIDADES;1321.00.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;0;REMUNERACAO DE DEPOSITOS BANCARIOS - PRINCIPAL;1;JUROS E CORRECOES MONETARIAS;0;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;;;
