ano_de_exercicio;unidade_orcamentaria_codigo;unidade_orcamentaria_nome;fonte_recurso_codigo;fonte_recurso_descricao;classificacao_receita_formatado;origem_receita_codigo;origem_receita_descricao;categoria_receita_codigo;categoria_receita_descricao;especie_receita_codigo;especie_receita_descricao;tipo_receita_codigo;tipo_receita_descricao;item_receita_codigo;item_receita_descricao;subitem_receita_codigo;subitem_receita_descricao;nivel_1_desdobramento_codigo;nivel_1_desdobramento_descricao;nivel_2_desdobramento_codigo;nivel_2_desdobramento_descricao;nivel_3_desdobramento_codigo;nivel_3_desdobramento_descricao;valor_previsto_inicial;valor_previsto_atualizado;valor_contabilizado
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;1219.99.1.1.03.003;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIB. SOC. - PRINCIPAL;3;DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;3;DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. MILITAR PARA A SAUDE - ATIVO;9;OUTRAS CONTRIBUICOES SOCIAIS;99;DEMAIS CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;0,0;18664726,0;13644398,18
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;1219.99.1.1.03.004;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIB. SOC. - PRINCIPAL;3;DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;4;DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. MILITAR PARA A SAUDE - INATIVO;9;OUTRAS CONTRIBUICOES SOCIAIS;99;DEMAIS CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;0,0;18664726,0;23355107,46
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;1219.99.1.1.03.005;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIB. SOC. - PRINCIPAL;3;DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;5;DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. MILITAR PARA A PREVIDENCIA  - ATIVO;9;OUTRAS CONTRIBUICOES SOCIAIS;99;DEMAIS CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;0,0;66174937,0;89910628,38
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;50;CONTRIBUICAO DO SERVIDOR DO ESTADO AOS INSTITUTOS DE PREVIDENCIA;1219.99.1.1.03.006;2;CONTRIBUICOES;1;RECEITAS CORRENTES;1;CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIB. SOC. - PRINCIPAL;3;DEMAIS CONTRIB. SOC. - PRINC. - INSTITUTO DE PREVIDENCIA DO SERVIDOR MILITAR - IPSM;6;DEMAIS CONTRIB. SOC. - PRINC. - IPSM - CONTRIB. MILITAR PARA A PREVIDENCIA  - INATIVO;9;OUTRAS CONTRIBUICOES SOCIAIS;99;DEMAIS CONTRIBUICOES SOCIAIS;1;DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;0,0;66174937,0;41269437,04
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1311.01.1.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS ARRENDAMENTOS - PRINCIPAL;1;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;0;ALUGUEIS ARRENDAMENTOS - PRINC. - ALUGUEIS;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;1;ALUGUEIS E ARRENDAMENTOS;2665447,0;2665447,0;3103946,19
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1311.01.1.2.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;2;ALUGUEIS ARRENDAMENTOS - MULTAS E JUROS DE MORA;1;ALUGUEIS ARRENDAMENTOS - MJM - ALUGUEIS;0;ALUGUEIS ARRENDAMENTOS - MJM - ALUGUEIS;1;EXPLORACAO DO PATRIMONIO IMOBILIARIO DO ESTADO;1;ALUGUEIS, ARRENDAMENTOS, FOROS, LAUDEMIOS, TARIFAS DE OCUPACAO;1;ALUGUEIS E ARRENDAMENTOS;13917,0;13917,0;63569,74
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1322.01.0.1.02.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;DIVIDENDOS - PRINCIPAL;2;DIVIDENDOS - PRINC. - EMPRESAS NAO ESTATAIS;0;DIVIDENDOS - PRINC. - EMPRESAS NAO ESTATAIS;2;DIVIDENDOS;1;DIVIDENDOS;0;DIVIDENDOS;117235,0;117235,0;16043,13
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1329.99.0.1.02.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;OUTROS VALORES MOBILIARIOS - PRINCIPAL;2;OUTROS VALORES MOBILIARIOS - PRINC. - FUNDOS DE INVESTIMENTO;0;OUTROS VALORES MOBILIARIOS - PRINC. - FUNDOS DE INVESTIMENTO;9;OUTROS VALORES MOBILIARIOS;99;OUTROS VALORES MOBILIARIOS;0;OUTROS VALORES MOBILIARIOS;4435535,0;4435535,0;1841745,28
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1611.01.0.1.99.001;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;99;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS;1;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS - SERVICOS ADMINISTRATIVOS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1782319,0;1782319,0;1482239,3
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1631.99.0.1.05.001;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;3;SERVICOS E ATIVIDADES REFERENTES A SAUDE;1;OUTROS SERV. ATEND. SAUDE - PRINCIPAL;5;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIPACAO DOS SEGURADOS;1;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIP. SEGURADOS - SERVICOS HOSPITALARES;1;SERVICOS DE ATENDIMENTO A SAUDE;99;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;0;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;90280720,0;90280720,0;108426281,56
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1631.99.0.1.05.002;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;3;SERVICOS E ATIVIDADES REFERENTES A SAUDE;1;OUTROS SERV. ATEND. SAUDE - PRINCIPAL;5;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIPACAO DOS SEGURADOS;2;OUTROS SERV. ATEND. SAUDE - PRINC. - COPARTICIP. SEGURADOS - SERVICOS ODONTOLOGICOS;1;SERVICOS DE ATENDIMENTO A SAUDE;99;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;0;OUTROS SERVICOS DE ATENDIMENTO A SAUDE;13760153,0;13760153,0;17089681,34
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1699.99.0.1.01.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;9;OUTROS SERVICOS;1;OUTROS SERVICOS - PRINCIPAL;1;OUTROS SERVICOS - PRINC.;0;OUTROS SERVICOS - PRINC.;9;OUTROS SERVICOS;99;OUTROS SERVICOS;0;OUTROS SERVICOS;18515,0;18515,0;5548,46
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;0;OUTRAS RESTITUICOES;509034,0;509034,0;1118488,64
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;1999.99.2.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;9;DEMAIS RECEITAS CORRENTES;1;OUTRAS REC. - PRIMARIAS - PRINCIPAL;99;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;0;OUTRAS REC. - PRIMARIAS - PRINC. - DEMAIS;9;OUTRAS RECEITAS CORRENTES;99;OUTRAS RECEITAS;2;OUTRAS RECEITAS NAO ARRECADADAS E NAO PROJETADAS PELA RFB - PRIMARIAS;6630540,0;6630540,0;8677929,89
2024;2121;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MILITARES DO ESTADO DE MINAS GERAIS;60;RECURSOS DIRETAMENTE ARRECADADOS;7219.99.1.2.05.000;2;REC. INTRA. - CONTRIBUICOES;7;RECEITA INTRAORCAMENTARIA;1;REC. INTRA. - CONTRIBUICOES SOCIAIS;2;REC. INTRA. - DEMAIS CONTRIB. SOC. - MULTAS E JUROS DE MORA;5;REC. INTRA. - DEMAIS CONTRIB. SOC. - MJM - RENEGOCIACAO DE OBRIGACOES PREVIDENCIARIAS;0;REC. INTRA. - DEMAIS CONTRIB. SOC. - MJM - RENEGOCIACAO DE OBRIGACOES PREVIDENCIARIAS;9;REC. INTRA. - OUTRAS CONTRIBUICOES SOCIAIS;99;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS;1;REC. INTRA. - DEMAIS CONTRIBUICOES SOCIAIS NAO ARRECADADAS E NAO PROJETADAS PELA RFB;68352738,0;68352738,0;49721989,33
2024;2151;FUNDACAO HELENA ANTIPOFF;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;2213.01.0.1.01.000;2;ALIENACAO DE BENS;2;RECEITAS DE CAPITAL;1;ALIENACAO DE BENS MOVEIS;1;ALIENACAO BENS MOVEIS SEMOVENTES - PRINCIPAL;1;ALIENACAO BENS MOVEIS SEMOVENTES - PRINC.;0;ALIENACAO BENS MOVEIS SEMOVENTES - PRINC.;3;ALIENACAO DE BENS MOVEIS E SEMOVENTES;1;ALIENACAO DE BENS MOVEIS E SEMOVENTES;0;ALIENACAO DE BENS MOVEIS E SEMOVENTES;10000,0;10000,0;0,0
2024;2151;FUNDACAO HELENA ANTIPOFF;60;RECURSOS DIRETAMENTE ARRECADADOS;1411.01.0.1.01.000;4;RECEITA AGROPECUARIA;1;RECEITAS CORRENTES;1;RECEITA AGROPECUARIA;1;REC. AGROPECUARIA - PRINCIPAL;1;REC. AGROPECUARIA - PRINC. - PRODUCAO VEGETAL;0;REC. AGROPECUARIA - PRINC. - PRODUCAO VEGETAL;1;RECEITA AGROPECUARIA;1;RECEITA AGROPECUARIA;0;RECEITA AGROPECUARIA;3000,0;3000,0;1528,0
2024;2151;FUNDACAO HELENA ANTIPOFF;60;RECURSOS DIRETAMENTE ARRECADADOS;1611.01.0.1.99.001;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADM. COMERC. GER. - PRINCIPAL;99;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS;1;SERVICOS ADM. COMERC. GER. - PRINC. - DEMAIS - SERVICOS ADMINISTRATIVOS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;1;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;0;SERVICOS ADMINISTRATIVOS E COMERCIAIS GERAIS;240000,0;240000,0;243561,73
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;1000,0;1000,0;31,38
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;1717.51.0.1.06.000;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;TRANSF. CONVENIOS UNIAO EDUCACAO - PRINCIPAL;6;EDUCACAO - MINISTERIO DO DESENVOLVIMENTO AGRARIO E AGRICULTURA FAMILIAR;0;EDUCACAO - MINISTERIO DO DESENVOLVIMENTO AGRARIO E AGRICULTURA FAMILIAR;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;51;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;0;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;270000,0;270000,0;61126,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;0;OUTRAS RESTITUICOES;1000,0;1000,0;0,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;1;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EMENDAS INDIVIDUAIS;2414.51.0.1.04.000;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;TRANSF. CONVENIOS UNIAO EDUCACAO - PRINCIPAL;4;EDUCACAO - MINISTERIO DO DESENVOLVIMENTO AGRARIO E AGRICULTURA FAMILIAR;0;EDUCACAO - MINISTERIO DO DESENVOLVIMENTO AGRARIO E AGRICULTURA FAMILIAR;4;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES ;51;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;0;TRANSFERENCIAS DE CONVENIOS DA UNIAO DESTINADAS A PROGRAMAS DE EDUCACAO;30000,0;30000,0;0,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;1000,0;1000,0;0,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1717.99.0.1.05.002;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINCIPAL;5;OUTRAS TRANSF. CONVENIOS UNIAO ENTIDADES - PRINC. - AGROPECUARIA;2;AGROPECUARIA - MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;7;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;3086643,0;3086643,0;0,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;0;OUTRAS RESTITUICOES;1000,0;1000,0;0,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;2414.99.0.1.07.001;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS UNIAO - PRINCIPAL;7;OUTRAS TRANSF. CONVENIOS UNIAO - PRINC. - AGROPECUARIA;1;AGROPECUARIA - MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO;4;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES ;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;342960,0;342960,0;0,0
2024;2161;FUNDACAO EDUCACIONAL CAIO MARTINS;47;ALIENACAO DE BENS DE ENTIDADES ESTADUAIS;2213.01.0.1.01.000;2;ALIENACAO DE BENS;2;RECEITAS DE CAPITAL;1;ALIENACAO DE BENS MOVEIS;1;ALIENACAO BENS MOVEIS SEMOVENTES - PRINCIPAL;1;ALIENACAO BENS MOVEIS SEMOVENTES - PRINC.;0;ALIENACAO BENS MOVEIS SEMOVENTES - PRINC.;3;ALIENACAO DE BENS MOVEIS E SEMOVENTES;1;ALIENACAO DE BENS MOVEIS E SEMOVENTES;0;ALIENACAO DE BENS MOVEIS E SEMOVENTES;1000,0;1000,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;478175,0;478175,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;1922.99.0.1.99.000;9;OUTRAS RECEITAS CORRENTES;1;RECEITAS CORRENTES;2;INDENIZACOES, RESTITUICOES E RESSARCIMENTOS;1;OUTRAS RESTITUICOES - PRINCIPAL;99;OUTRAS RESTITUICOES - PRINC. - DEMAIS;0;OUTRAS RESTITUICOES - PRINC. - DEMAIS;2;RESTITUICOES;99;OUTRAS RESTITUICOES;0;OUTRAS RESTITUICOES;1000,0;1000,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;24;CONVENIOS COM A UNIAO E SUAS ENTIDADES - EXCETO EMENDAS INDIVIDUAIS E DE BANCADA;2414.99.0.1.11.005;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;1;TRANSFERENCIAS DA UNIAO E DE SUAS ENTIDADES;1;OUTRAS TRANSF. CONVENIOS UNIAO - PRINCIPAL;11;OUTRAS TRANSF. CONVENIOS UNIAO - PRINC. - CULTURA;5;CULTURA - BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL - BNDES;4;TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES ;99;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;0;OUTRAS TRANSFERENCIAS DE CONVENIOS DA UNIAO E DE SUAS ENTIDADES;4650000,0;4650000,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;15000,0;15000,0;1233,12
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;1741.99.0.1.39.999;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;4;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;1;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINCIPAL;39;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINC. - DEMAIS - CULTURA;999;CULTURA - OUTROS;1;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;99;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;0;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;100000,0;100000,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;45;DOACOES DE PESSOAS, DE INSTITUICOES PRIVADAS OU DO EXTERIOR A ORGAO E ENTIDADES DO ESTADO;2441.99.0.1.39.999;4;TRANSFERENCIAS DE CAPITAL;2;RECEITAS DE CAPITAL;4;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;1;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINCIPAL;39;OUTRAS TRANSF. INSTITUICOES PRIVADAS - CULTURA;999;CULTURA - OUTROS;1;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;99;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;0;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;100000,0;100000,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;60;RECURSOS DIRETAMENTE ARRECADADOS;1699.99.0.1.01.000;6;RECEITA DE SERVICOS;1;RECEITAS CORRENTES;9;OUTROS SERVICOS;1;OUTROS SERVICOS - PRINCIPAL;1;OUTROS SERVICOS - PRINC.;0;OUTROS SERVICOS - PRINC.;9;OUTROS SERVICOS;99;OUTROS SERVICOS;0;OUTROS SERVICOS;100000,0;100000,0;452831,53
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;1321.01.0.1.01.000;3;RECEITA PATRIMONIAL;1;RECEITAS CORRENTES;2;VALORES MOBILIARIOS;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINCIPAL;1;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;0;REMUNERACAO DEPOSITOS BANCARIOS - PRINC.;1;JUROS E CORRECOES MONETARIAS;1;REMUNERACAO DE DEPOSITOS BANCARIOS;0;REMUNERACAO DE DEPOSITOS BANCARIOS;1000,0;1000,0;0,0
2024;2171;FUNDACAO DE ARTE DE OURO PRETO;68;CONVENIOS COM AS INSTITUICOES PRIVADAS E OS ORGANISMOS DO EXTERIOR;1741.99.0.1.12.001;7;TRANSFERENCIAS CORRENTES;1;RECEITAS CORRENTES;4;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;1;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINCIPAL;12;OUTRAS TRANSF. INSTIT. PRIVADAS - PRINC. - CONVENIOS - CULTURA;1;CULTURA - AMERICAS  BEVERAGE COMPANY - AMBEV;1;TRANSFERENCIAS DE INSTITUICOES PRIVADAS;99;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;0;OUTRAS TRANSFERENCIAS DE INSTITUICOES PRIVADAS;775000,0;775000,0;0,0
